year,vtd_id,office,district,candidate,party,votes
2016,19001001001,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,0.989032
2016,19001001001,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,0.494516
2016,19001001001,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,271.489260
2016,19001001001,PRESIDENT,,EVAN MCMULLIN AND NATHAN JOHNSON,OTH,0.494516
2016,19001001001,PRESIDENT,,GARY JOHNSON AND BILL WELD,LIB,10.384835
2016,19001001001,PRESIDENT,,GLORIA LA RIVA AND DENNIS J BANKS,OTH,0.000000
2016,19001001001,PRESIDENT,,HILLARY CLINTON AND TIM KAINE,DEM,86.045777
2016,19001001001,PRESIDENT,,JILL STEIN AND AJAMU BARAKA,GRN,1.483548
2016,19001001001,PRESIDENT,,LYNN KAHN AND JAY STOLBA,OTH,0.000000
2016,19001001001,PRESIDENT,,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,OTH,0.494516
2016,19001001001,PRESIDENT,,WRITE IN,OTH,2.967096
2016,19001001001,U S SENATE,,CHARLES ALDRICH,LIB,14.340963
2016,19001001001,U S SENATE,,CHARLES E GRASSLEY,REP,277.917967
2016,19001001001,U S SENATE,,JIM HENNAGER,OTH,5.439676
2016,19001001001,U S SENATE,,MICHAEL LUICK THRAMS,OTH,2.472580
2016,19001001001,U S SENATE,,PATTY JUDGE,DEM,71.704814
2016,19001001001,U S SENATE,,WRITE IN,OTH,0.000000
2016,19001001002,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,0.246529
2016,19001001002,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,0.123265
2016,19001001002,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,67.672325
2016,19001001002,PRESIDENT,,EVAN MCMULLIN AND NATHAN JOHNSON,OTH,0.123265
2016,19001001002,PRESIDENT,,GARY JOHNSON AND BILL WELD,LIB,2.588559
2016,19001001002,PRESIDENT,,GLORIA LA RIVA AND DENNIS J BANKS,OTH,0.000000
2016,19001001002,PRESIDENT,,HILLARY CLINTON AND TIM KAINE,DEM,21.448060
2016,19001001002,PRESIDENT,,JILL STEIN AND AJAMU BARAKA,GRN,0.369794
2016,19001001002,PRESIDENT,,LYNN KAHN AND JAY STOLBA,OTH,0.000000
2016,19001001002,PRESIDENT,,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,OTH,0.123265
2016,19001001002,PRESIDENT,,WRITE IN,OTH,0.739588
2016,19001001002,U S SENATE,,CHARLES ALDRICH,LIB,3.574677
2016,19001001002,U S SENATE,,CHARLES E GRASSLEY,REP,69.274766
2016,19001001002,U S SENATE,,JIM HENNAGER,OTH,1.355912
2016,19001001002,U S SENATE,,MICHAEL LUICK THRAMS,OTH,0.616324
2016,19001001002,U S SENATE,,PATTY JUDGE,DEM,17.873383
2016,19001001002,U S SENATE,,WRITE IN,OTH,0.000000
2016,19001001003,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,0.215534
2016,19001001003,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,0.107767
2016,19001001003,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,59.164180
2016,19001001003,PRESIDENT,,EVAN MCMULLIN AND NATHAN JOHNSON,OTH,0.107767
2016,19001001003,PRESIDENT,,GARY JOHNSON AND BILL WELD,LIB,2.263111
2016,19001001003,PRESIDENT,,GLORIA LA RIVA AND DENNIS J BANKS,OTH,0.000000
2016,19001001003,PRESIDENT,,HILLARY CLINTON AND TIM KAINE,DEM,18.751489
2016,19001001003,PRESIDENT,,JILL STEIN AND AJAMU BARAKA,GRN,0.323302
2016,19001001003,PRESIDENT,,LYNN KAHN AND JAY STOLBA,OTH,0.000000
2016,19001001003,PRESIDENT,,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,OTH,0.107767
2016,19001001003,PRESIDENT,,WRITE IN,OTH,0.646603
2016,19001001003,U S SENATE,,CHARLES ALDRICH,LIB,3.125248
2016,19001001003,U S SENATE,,CHARLES E GRASSLEY,REP,60.565153
2016,19001001003,U S SENATE,,JIM HENNAGER,OTH,1.185439
2016,19001001003,U S SENATE,,MICHAEL LUICK THRAMS,OTH,0.538836
2016,19001001003,U S SENATE,,PATTY JUDGE,DEM,15.626241
2016,19001001003,U S SENATE,,WRITE IN,OTH,0.000000
2016,19001001004,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,0.012889
2016,19001001004,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,0.006444
2016,19001001004,PRESIDENT,,DONALD J TRUMP AND MICHAEL R PENCE,REP,3.537962
2016,19001001004,PRESIDENT,,EVAN MCMULLIN AND NATHAN JOHNSON,OTH,0.006444
2016,19001001004,PRESIDENT,,GARY JOHNSON AND BILL WELD,LIB,0.135332
2016,19001001004,PRESIDENT,,GLORIA LA RIVA AND DENNIS J BANKS,OTH,0.000000
2016,19001001004,PRESIDENT,,HILLARY CLINTON AND TIM KAINE,DEM,1.121321
2016,19001001004,PRESIDENT,,JILL STEIN AND AJAMU BARAKA,GRN,0.019333
2016,19001001004,PRESIDENT,,LYNN KAHN AND JAY STOLBA,OTH,0.000000
2016,19001001004,PRESIDENT,,ROCKY ROQUE DE LA FUENTE AND MICHAEL STEINBERG,OTH,0.006444
2016,19001001004,PRESIDENT,,WRITE IN,OTH,0.038666
2016,19001001004,U S SENATE,,CHARLES ALDRICH,LIB,0.186887
2016,19001001004,U S SENATE,,CHARLES E GRASSLEY,REP,3.621739
2016,19001001004,U S SENATE,,JIM HENNAGER,OTH,0.070888
2016,19001001004,U S SENATE,,MICHAEL LUICK THRAMS,OTH,0.032222
2016,19001001004,U S SENATE,,PATTY JUDGE,DEM,0.934434
2016,19001001004,U S SENATE,,WRITE IN,OTH,0.000000
2016,19001001005,PRESIDENT,,DAN R VACEK AND MARK G ELWORTH,OTH,0.304233
2016,19001001005,PRESIDENT,,DARRELL L CASTLE AND SCOTT N BRADLEY,CON,0.288659
